Epoch,Train_Loss,Validation_Loss
1,0.08570167032832449,0.08385113626718521
2,0.08317269181663339,0.08392571657896042
3,0.08309191092848778,0.08374697715044022
4,0.08301772752946074,0.08353940397500992
5,0.08272988433864983,0.08327766507863998
6,0.0823302147063342,0.08270386606454849
7,0.08183647319674492,0.08210378140211105
8,0.08164403282783249,0.08251061290502548
9,0.08119469593194398,0.08210921287536621
10,0.08098796060816808,0.08229562640190125
11,0.08088599755005403,0.08178547769784927
12,0.08059725724160671,0.08179536461830139
13,0.08040093986148183,0.08209579437971115
14,0.08022013526748527,0.08185286819934845
15,0.08002755604684353,0.08270459622144699
16,0.07986264692788775,0.08276606351137161
17,0.07958657277578657,0.08211331069469452
18,0.07943835194137963,0.08238477259874344
19,0.07923586717383428,0.08084360510110855
20,0.07915185442702337,0.08118128031492233
21,0.07894397780976513,0.08084966242313385
22,0.07866330969740044,0.08084160834550858
23,0.0788600951094519,0.08194884657859802
24,0.07847054082561623,0.08095275610685349
25,0.07839316891675646,0.08038771897554398
26,0.07813189314170317,0.08096524327993393
27,0.07796698419207876,0.0805855393409729
28,0.07776781950484622,0.08096899837255478
29,0.07776149006729777,0.08136394619941711
30,0.07759495909241113,0.07971590757369995
31,0.07725640589540655,0.08067672699689865
32,0.0773836113512516,0.08043154329061508
33,0.0769889827140353,0.07896188646554947
34,0.07699549655345353,0.07987558096647263
35,0.0766828309067271,0.07951223850250244
36,0.07678445174612782,0.07840115576982498
37,0.07652331075885078,0.07855567336082458
38,0.0766237432306463,0.0778135359287262
39,0.07627639902586286,0.07829385250806808
40,0.07633885792033239,0.07814255356788635
41,0.0761919819157232,0.07833820581436157
42,0.07592057910832492,0.07644539326429367
43,0.07586079310964454,0.07833462208509445
44,0.0754936139353297,0.07672119140625
45,0.075357951562513,0.07724632322788239
46,0.07506468502635305,0.0765552893280983
47,0.07508118619973009,0.07723134011030197
48,0.0748462314632806,0.0753626823425293
49,0.07481874728744681,0.07642371207475662
50,0.07442691160196607,0.07554835826158524
51,0.0743971389125694,0.07594071328639984
52,0.0743007900362665,0.07506554573774338
53,0.07423191585324028,0.07470685988664627
54,0.0740702294490554,0.07565321773290634
55,0.07400463944809003,0.07494678348302841
56,0.07370099611580372,0.07439152896404266
57,0.07337457906793464,0.07454576343297958
58,0.07332126406783407,0.07492850720882416
59,0.07311999188228087,0.0738680511713028
60,0.0731375537474047,0.07350309938192368
61,0.07285561683503064,0.07388153672218323
62,0.07268595322966576,0.0748617872595787
63,0.07255221971056679,0.07375141233205795
64,0.07230285758321936,0.0741998553276062
65,0.07235115588727323,0.07524912059307098
66,0.07215840911323373,0.07433246821165085
67,0.07204325886612589,0.07412095367908478
68,0.07189012742178007,0.07431916147470474
69,0.07176981561563232,0.07602398097515106
70,0.07161136564205993,0.07534883916378021
71,0.07150912555781277,0.07671782374382019
72,0.0712588509036736,0.07556314766407013
73,0.07106773157350042,0.07518515735864639
74,0.07073133015497164,0.07555142790079117
75,0.07063552110709927,0.07571733742952347
76,0.07053241497752341,0.07617705315351486
77,0.07037458213215525,0.0747511088848114
78,0.07029000601985237,0.07566296309232712
79,0.07007725164294243,0.07647808641195297
80,0.06996853040023283,0.07515972852706909
81,0.0697563730857589,0.07475081831216812
82,0.06954620109701698,0.0747002512216568
83,0.06949504684995521,0.07446376979351044
84,0.06950184694406661,0.07547707110643387
85,0.06929499596696008,0.07497874647378922
86,0.06927431002259254,0.07474453747272491
87,0.0687918828969652,0.07416542619466782
88,0.06872004025023092,0.07375835627317429
89,0.06850925663655455,0.07458724081516266
90,0.06856757791882212,0.07507313042879105
91,0.06836929629472169,0.0752420723438263
92,0.06822939056225798,0.0732904002070427
93,0.06779092423279177,0.0739271268248558
94,0.06750822355124084,0.07345260679721832
95,0.06758140958845615,0.0782003104686737
96,0.06740630477328192,0.07307952642440796
97,0.06725013493136926,0.0751185417175293
98,0.06724545131014152,0.0743442177772522
99,0.0669833468273282,0.07391894608736038
100,0.06703834489665249,0.07452882826328278
101,0.06664144230837171,0.07449090480804443
102,0.06643328053707426,0.07423587888479233
103,0.0663517950610681,0.0743490532040596
104,0.06614644740792838,0.07572685182094574
105,0.0662064239890738,0.0723242238163948
106,0.06590503251010721,0.07251255959272385
107,0.06576458974318071,0.07188745588064194
108,0.06575893788513812,0.07184166461229324
109,0.06548496589741924,0.06938184797763824
110,0.06537468638271093,0.07069358974695206
111,0.06523074734617364,0.07119636982679367
112,0.06525923345576633,0.06908756494522095
113,0.06495542663403532,0.07163514941930771
114,0.06486089891669425,0.07038110494613647
115,0.06473738217557018,0.07220610976219177
116,0.06464222073554993,0.0684148371219635
117,0.06422064800492742,0.06982670724391937
118,0.06449430749158967,0.07097513973712921
119,0.06417992516336116,0.07058201730251312
120,0.06402164909311316,0.06952748447656631
121,0.06394185430624268,0.0707700103521347
122,0.06376980270513079,0.06971897184848785
123,0.06387765036726539,0.06932899355888367
124,0.0636249240487814,0.07108878344297409
125,0.0634780487214977,0.06887353211641312
126,0.06343305881389162,0.0684102401137352
127,0.0631810739975084,0.06988507509231567
128,0.06324399017136205,0.06694827228784561
129,0.06313846201043237,0.06979149580001831
130,0.06299620409580795,0.06768675148487091
131,0.06297331421890041,0.06904951483011246
132,0.06312386073510755,0.06810583174228668
133,0.06274182874370705,0.06923562288284302
134,0.06241598539054394,0.06839978694915771
135,0.06251825383779677,0.06925368309020996
136,0.0625061211599545,0.06790809333324432
137,0.062097488309849395,0.06817859411239624
138,0.06208059107038108,0.06683683395385742
139,0.06210607264868238,0.06753257662057877
140,0.06176224232397296,0.06758183985948563
141,0.06172395641492172,0.06709367036819458
142,0.0619739680127664,0.06716082245111465
143,0.06176784490658478,0.06678367406129837
144,0.06152474516156045,0.06896005570888519
145,0.06130554112182422,0.06715428084135056
146,0.06123966672881083,0.06762368232011795
147,0.06106836738234216,0.06680795550346375
148,0.06093586524101821,0.06616662442684174
149,0.060687150890854274,0.06553683429956436
150,0.0607631787319075,0.0669906958937645
151,0.06080869272012602,0.06799950450658798
152,0.060690753839232704,0.06688246876001358
153,0.06066973896866495,0.06587129086256027
154,0.060463406568901104,0.06618419289588928
155,0.060287316837771374,0.06587997823953629
156,0.0600879941643639,0.06655165553092957
157,0.060191163793206215,0.066006600856781
158,0.05993018299341202,0.06875105947256088
159,0.059988928281448105,0.06760060787200928
160,0.05991272450509397,0.06747342646121979
161,0.05961601512337273,0.06570734828710556
162,0.059426500969989735,0.06501350551843643
163,0.05957908665930683,0.06608965992927551
164,0.05952275671403517,0.06473648548126221
165,0.059435314160179005,0.0666707456111908
166,0.05938448062674566,0.06561753898859024
167,0.05934579145501961,0.06434991955757141
168,0.05892183868722482,0.06586115062236786
169,0.058817649344829,0.06489349901676178
170,0.05889354527673938,0.06512988358736038
171,0.05880049345168201,0.06509450078010559
172,0.05896189588714729,0.06519940495491028
173,0.058657211674885315,0.06695134192705154
174,0.058638151227073235,0.06521831452846527
175,0.05846499727869576,0.06513983756303787
176,0.05825509825213389,0.06576251238584518
177,0.0583721533079039,0.06570331007242203
178,0.05829160338775678,0.06352851539850235
179,0.058037516491656956,0.06421612203121185
180,0.05787853160026399,0.06645460426807404
181,0.057862962426787075,0.06448876857757568
182,0.05788546191020445,0.06520862132310867
183,0.05772313526408239,0.06366994976997375
184,0.057490386492149395,0.06452611088752747
185,0.05751384227451953,0.06536556780338287
186,0.057768800211223686,0.06623484939336777
187,0.05761740094220096,0.06454242765903473
188,0.05729241432114081,0.0652620792388916
189,0.05747619186612693,0.06358883529901505
190,0.057077765549448406,0.06452256441116333
191,0.057383068329231304,0.0646004006266594
192,0.05707075506110083,0.0640144795179367
193,0.05697414507581429,0.06493760645389557
194,0.05710617994720286,0.06556965410709381
195,0.056707294319163666,0.06482461094856262
196,0.056638225659050724,0.06330132484436035
197,0.05660799653692679,0.06414563953876495
198,0.056404702958058224,0.06383881717920303
199,0.0565261993218552,0.06434468924999237
200,0.05654976347630674,0.0657244324684143
